Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Yukon 2WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45627,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6
Yukon XL 2WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45628,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6
Q7,Audi,2023,HEV,6.0,3.0,Automatic (S8),45629,5250.0,20.0,0.0,0.0,21.5764,0.0,0.0,0.0,18.1909,22.8,33.4
Q8,Audi,2023,HEV,6.0,3.0,Automatic (S8),45630,5500.0,20.0,0.0,0.0,22.5678,0.0,0.0,0.0,18.4122,23.1,33.5
X7 xDrive40i,BMW,2023,HEV,6.0,3.0,Automatic (S8),45631,5500.0,22.0,0.0,0.0,24.6849,0.0,0.0,0.0,20.7456,26.299,34.6868
X7 M60i xDrive,BMW,2023,HEV,8.0,4.4,Automatic (S8),45632,5500.0,18.0,0.0,0.0,21.1772,0.0,0.0,0.0,16.4342,20.4395,29.4007
Escalade 4WD,Cadillac,2023,ICE,8.0,6.2,Automatic 10-spd,45633,6750.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024
Tahoe 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45634,6000.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024
Suburban 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45635,6500.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024
Suburban 4WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45636,6500.0,16.0,0.0,0.0,18.6011,0.0,0.0,0.0,14.6846,19.0324,28.3563
Yukon 4WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45637,6500.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6
Yukon XL 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45638,6500.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024
Yukon 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45639,6500.0,16.0,0.0,0.0,18.0933,0.0,0.0,0.0,14.2062,17.4975,26.9024
Yukon XL 4WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45640,6500.0,16.0,0.0,0.0,18.6011,0.0,0.0,0.0,14.6846,19.0324,28.3563
Defender 130 P300 MHEV,Land Rover,2023,HEV,6.0,3.0,Automatic (S8),45641,5675.0,19.0,0.0,0.0,21.4451,0.0,0.0,0.0,16.779,20.9053,29.7777
Defender 130 P400 MHEV,Land Rover,2023,HEV,6.0,3.0,Automatic (S8),45642,5675.0,19.0,0.0,0.0,21.4451,0.0,0.0,0.0,16.779,20.9053,29.7777
A4 S-Line quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45650,4123.188405797101,27.0,0.0,0.0,31.647499999999997,0.0,0.0,0.0,24.3458,31.2409,45.2772
A4 quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45651,4123.188405797101,28.0,0.0,0.0,33.3255,0.0,0.0,0.0,24.0643,30.9654,48.2734
Rio,Kia,2023,ICE,4.0,1.6,Automatic (AV-S1),45652,2937.5,36.0,0.0,0.0,40.6575,0.0,0.0,0.0,32.4918,43.4723,60.4774
GLI,Volkswagen,2023,ICE,4.0,2.0,Manual 6-spd,45653,3625.0,30.0,0.0,0.0,36.7874,0.0,0.0,0.0,25.732,31.1,49.0
GLI,Volkswagen,2023,ICE,4.0,2.0,Automatic (AM-S7),45654,3625.0,30.0,0.0,0.0,36.0773,0.0,0.0,0.0,26.2146,33.3,51.0
A6 quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45655,4500.0,27.0,0.0,0.0,31.4325,0.0,0.0,0.0,23.5676,30.0,45.2
A6 quattro,Audi,2023,HEV,6.0,3.0,Automatic (AM-S7),45657,4500.0,24.0,0.0,0.0,29.9694,0.0,0.0,0.0,21.2492,27.0,42.0
S7,Audi,2023,HEV,6.0,2.9,Automatic (S8),45661,5000.0,22.0,0.0,0.0,26.1286,0.0,0.0,0.0,19.0736,24.0,36.9
CT5 V,Cadillac,2023,ICE,8.0,6.2,Automatic (S10),45662,4333.333333333333,16.0,0.0,0.0,21.3321,0.0,0.0,0.0,13.1126,15.699999999999998,28.600000000000005
Arteon,Volkswagen,2023,ICE,4.0,2.0,Automatic (AM7),45670,4125.0,28.0,0.0,0.0,33.3638,0.0,0.0,0.0,24.5278,30.6,46.9
Arteon 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (AM7),45671,4125.0,25.0,0.0,0.0,30.506,0.0,0.0,0.0,22.4551,28.4,43.2
A4 allroad quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45672,4123.188405797101,26.0,0.0,0.0,29.654,0.0,0.0,0.0,23.244700000000005,29.8,42.3991
Niro,Kia,2023,HEV,4.0,1.6,Automatic (AM-S6),45673,3706.439393939394,49.0,0.0,0.0,45.24519999999999,0.0,0.0,0.0,52.5532,68.2,62.5
Niro FE,Kia,2023,HEV,4.0,1.6,Automatic (AM-S6),45674,3706.439393939394,53.0,0.0,0.0,53.6295,0.0,0.0,0.0,52.686299999999996,70.4,66.7
A6 Allroad,Audi,2023,HEV,6.0,3.0,Automatic (AM-S7),45675,4500.0,24.0,0.0,0.0,29.9694,0.0,0.0,0.0,21.2492,27.0,42.0
Atlas,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45678,4700.0,23.0,0.0,0.0,25.2214,0.0,0.0,0.0,21.4659,27.3,38.0
Atlas Cross Sport,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45679,4700.0,23.0,0.0,0.0,24.5862,0.0,0.0,0.0,21.4659,27.3,36.9
Atlas,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45680,4700.0,20.0,0.0,0.0,24.1023,0.0,0.0,0.0,18.4122,23.1,33.8
Atlas Cross Sport,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45681,4700.0,20.0,0.0,0.0,23.8388,0.0,0.0,0.0,18.3385,23.0,33.4
Taos,Volkswagen,2023,ICE,4.0,1.5,Automatic (S8),45682,3625.0,31.0,0.0,0.0,35.8485,0.0,0.0,0.0,28.0777,36.8,52.4
Q5 quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45683,4666.666666666667,25.0,0.0,0.0,28.574,0.0,0.0,0.0,23.172,29.697,40.7
Q5 S-Line quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45684,4666.666666666667,25.0,0.0,0.0,28.5808,0.0,0.0,0.0,22.1292,28.414,39.0555
Q5 Sportback S-line quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45685,4666.666666666667,25.0,0.0,0.0,28.5808,0.0,0.0,0.0,22.1292,28.414,39.0555
Tucson Hybrid,Hyundai,2023,HEV,4.0,1.6,Automatic (AM-S6),45686,4105.555555555556,37.0,0.0,0.0,35.7681,0.0,0.0,0.0,37.3332,50.70000000000001,48.0
Tucson Hybrid Blue,Hyundai,2023,HEV,4.0,1.6,Automatic (AM-S6),45687,4105.555555555556,38.0,0.0,0.0,37.9043,0.0,0.0,0.0,37.5943,49.6,50.9
Tucson AWD,Hyundai,2023,ICE,4.0,2.5,Automatic (S8),45688,4105.555555555556,25.0,0.0,0.0,28.4496,0.0,0.0,0.0,23.202299999999997,29.739899999999995,40.5051
Wrangler 4dr EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45689,4850.0,25.0,0.0,0.0,28.892600000000005,0.0,0.0,0.0,22.1093,28.199599999999997,41.2
Wrangler Rubic 4dr EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45690,4850.0,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.0,28.199599999999997,41.2
Wrangler 2dr 4WD,Jeep,2023,ICE,4.0,2.0,Automatic 8-spd,45691,4850.0,23.0,0.0,0.0,24.0029,0.0,0.0,0.0,21.9296,27.9478,37.4997
Wrangler 2dr 4WD,Jeep,2023,HEV,6.0,3.6,Automatic 8-spd,45692,4850.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.5853,24.7,33.8
Wrangler 2dr 4WD,Jeep,2023,ICE,6.0,3.6,Manual 6-spd,45693,4850.0,20.0,0.0,0.0,24.5615,0.0,0.0,0.0,17.2268,21.5,34.4988
Wrangler 4dr 4WD,Jeep,2023,ICE,4.0,2.0,Automatic 8-spd,45694,4850.0,22.0,0.0,0.0,23.6939,0.0,0.0,0.0,21.0,27.7,37.6
Wrangler 4dr 4WD,Jeep,2023,HEV,6.0,3.6,Automatic 8-spd,45695,4850.0,21.0,0.0,0.0,23.7068,0.0,0.0,0.0,19.1468,24.1,33.2
Wrangler 4dr 4WD,Jeep,2023,ICE,6.0,3.6,Manual 6-spd,45696,4850.0,19.0,0.0,0.0,23.244,0.0,0.0,0.0,17.0031,21.2,32.5
Wrangler 4dr 4WD,Jeep,2023,ICE,8.0,6.4,Automatic 8-spd,45697,4850.0,14.0,0.0,0.0,16.6758,0.0,0.0,0.0,12.7459,15.6,22.8
Atlas 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45699,4700.0,22.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,26.0,36.3
Atlas 4motion,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45700,4700.0,20.0,0.0,0.0,23.3764,0.0,0.0,0.0,17.5986,22.0,32.7
Atlas Cross Sport 4motion,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45701,4700.0,20.0,0.0,0.0,23.5087,0.0,0.0,0.0,17.8951,22.4,32.9
Atlas Cross Sport 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45702,4700.0,22.0,0.0,0.0,23.9871,0.0,0.0,0.0,19.8767,25.1,34.7
Tiguan 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45703,4250.0,25.0,0.0,0.0,29.401,0.0,0.0,0.0,22.1809,28.3,42.0
Tiguan R-Line 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45704,4250.0,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,21.4659,27.3,40.4
Q7,Audi,2023,ICE,4.0,2.0,Automatic (S8),45706,5250.0,21.0,0.0,0.0,24.8246,0.0,0.0,0.0,19.22,24.2,34.9
Cayenne,Porsche,2023,ICE,6.0,3.0,Automatic (S8),45707,5468.75,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,22.0,31.5
Cayenne S,Porsche,2023,ICE,6.0,2.9,Automatic (S8),45708,5468.75,18.0,0.0,0.0,22.1807,0.0,0.0,0.0,16.0,20.9,30.9
Cayenne S Coupe,Porsche,2023,ICE,6.0,2.9,Automatic (S8),45709,5468.75,18.0,0.0,0.0,21.0424,0.0,0.0,0.0,16.3295,20.3,29.2
Cayenne Turbo,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45710,5468.75,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,18.3,27.1
Cayenne Turbo GT,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45711,5468.75,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,18.0,27.3
Cayenne Turbo Coupe,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45712,5468.75,17.0,0.0,0.0,19.6238,0.0,0.0,0.0,14.8182,18.3,27.1
Cayenne GTS,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45713,5468.75,17.0,0.0,0.0,19.1479,0.0,0.0,0.0,14.8943,18.4,26.4
Cayenne GTS Coupe,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45714,5468.75,17.0,0.0,0.0,19.0,0.0,0.0,0.0,15.4251,19.1,27.8
Camry,Toyota,2023,ICE,6.0,3.5,Automatic (S8),45719,3785.714285714286,26.0,0.0,0.0,33.0332,0.0,0.0,0.0,22.3944,28.6,47.8
Camry TRD,Toyota,2023,ICE,6.0,3.5,Automatic (S8),45720,3785.714285714286,25.0,0.0,0.0,30.9781,0.0,0.0,0.0,21.7524,27.7,44.5
Camry XSE,Toyota,2023,ICE,6.0,3.5,Automatic (S8),45721,3785.714285714286,26.0,0.0,0.0,31.978199999999998,0.0,0.0,0.0,22.0524,28.1199,46.1
Camry AWD LE/SE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45722,3785.714285714286,29.0,0.0,0.0,34.0,0.0,0.0,0.0,25.085200000000004,32.4294,50.1974
Camry AWD XLE/XSE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45723,3785.714285714286,28.0,0.0,0.0,34.4479,0.0,0.0,0.0,24.9954,32.3,50.1
Camry LE/SE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45724,3785.714285714286,32.0,0.0,0.0,38.5726,0.0,0.0,0.0,27.7263,36.2805,56.9408
Camry XLE/XSE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45725,3785.714285714286,31.0,0.0,0.0,38.0,0.0,0.0,0.0,27.0,36.2805,56.9408
Camry Hybrid LE,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45726,3785.714285714286,52.0,0.0,0.0,52.7026,0.0,0.0,0.0,50.9831,71.6744,71.8871
Camry Hybrid SE/XLE/XSE,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45727,3785.714285714286,46.0,0.0,0.0,47.0,0.0,0.0,0.0,44.1939,61.7,64.5
Panamera,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45728,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,23.8,35.2
Panamera 4S,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45729,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.4122,23.1,34.8
Panamera 4S Executive,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45730,5147.727272727273,19.0,0.0,0.0,23.1116,0.0,0.0,0.0,17.0,22.2,32.3
Panamera 4S ST,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45731,5147.727272727273,19.0,0.0,0.0,23.1116,0.0,0.0,0.0,17.0,22.2,32.3
Panamera 4,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45732,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.3385,23.0,34.6
Panamera 4 Executive,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45733,5147.727272727273,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,22.4,33.8
Panamera 4 ST,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45734,5147.727272727273,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.3385,23.0,33.8
Panamera Turbo S,Porsche,2023,ICE,8.0,4.0,Automatic (AM-S8),45735,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.3495,19.0,29.9
Panamera GTS,Porsche,2023,ICE,8.0,4.0,Automatic (AM-S8),45736,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,19.8,30.1
Panamera GTS ST,Porsche,2023,ICE,8.0,4.0,Automatic (AM-S8),45737,5147.727272727273,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,19.2,29.2
Titan 2WD,Nissan,2023,ICE,8.0,5.6,Automatic (S9),45738,6000.0,18.0,0.0,0.0,21.311,0.0,0.0,0.0,15.5764,19.3,29.600000000000005
Ridgeline AWD,Honda,2023,ICE,6.0,3.5,Automatic (S9),45739,4750.0,21.0,0.0,0.0,23.7728,0.0,0.0,0.0,18.0,23.6,33.3
Titan 4WD,Nissan,2023,ICE,8.0,5.6,Automatic (S9),45740,6000.0,18.0,0.0,0.0,21.2124,0.0,0.0,0.0,15.4813,19.1742,29.453099999999996
Titan 4WD PRO4X,Nissan,2023,ICE,8.0,5.6,Automatic (S9),45741,6000.0,17.0,0.0,0.0,20.4361,0.0,0.0,0.0,15.2737,18.9,28.3
Sequoia 2WD,Toyota,2023,HEV,6.0,3.4,Automatic (S10),45745,6250.0,22.0,0.0,0.0,24.1023,0.0,0.0,0.0,21.1067,26.8,33.8
Tahoe 4WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45746,6000.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6
Sequoia 4WD,Toyota,2023,HEV,6.0,3.4,Automatic (S10),45748,6250.0,20.0,0.0,0.0,22.3141,0.0,0.0,0.0,18.8896,23.7491,31.1
LYRIQ,Cadillac,2023,EV,,,Automatic (A1),45749,6000.0,89.0,0.0,37.6878,81.69,0.0,0.0,312.0,96.95,138.4912,116.7388
bZ4X,Toyota,2023,EV,,,Automatic (A1),45756,4666.666666666667,119.0,0.0,28.316999999999997,107.38,0.0,0.0,252.0,130.62,186.6,153.4
bZ4X LIMITED,Toyota,2023,EV,,,Automatic (A1),45757,4666.666666666667,114.0,0.0,30.0,103.0,0.0,0.0,242.0,125.0,186.6,153.4
bZ4X AWD,Toyota,2023,EV,,,Automatic (A1),45758,4666.666666666667,104.0,0.0,32.0,94.0,0.0,0.0,228.0,114.0,170.4,140.4
bZ4X LIMITED AWD,Toyota,2023,EV,,,Automatic (A1),45759,4666.666666666667,102.0,0.0,33.0,92.0,0.0,0.0,222.0,112.0,167.1,138.4
C40 Recharge twin,Volvo,2023,EV,,,Automatic (A1),45760,5000.0,87.0,0.0,38.5224,80.3491,0.0,0.0,226.0,94.3602,132.0,112.4
XC40 Recharge twin,Volvo,2023,EV,,,Automatic (A1),45761,4416.666666666667,85.0,0.0,39.4392,78.6884,0.0,0.0,223.0,91.9344,128.4,109.90000000000002
MC20,Maserati,2023,ICE,6.0,3.0,Automatic (S8),45762,3937.5,18.0,0.0,0.0,24.7365,0.0,0.0,0.0,15.2655,18.3106,31.9272
MC20 Spyder,Maserati,2023,ICE,6.0,3.0,Automatic (S8),45763,3937.5,18.0,0.0,0.0,24.9347,0.0,0.0,0.0,15.0516,18.1829,31.8508
Kicks,Nissan,2023,ICE,4.0,1.6,Automatic (variable gear ratios),45766,3000.0,33.0,0.0,0.0,35.9711,0.0,0.0,0.0,31.0089,41.2,52.6025
Urus Performante,Lamborghini,2023,ICE,8.0,4.0,Automatic (S8),45767,5500.0,16.0,0.0,0.0,18.8752,0.0,0.0,0.0,14.1316,17.4,26.0
Murano FWD,Nissan,2023,ICE,6.0,3.5,Automatic (AV-S7),45768,4350.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.4865,25.940499999999997,41.3615
Murano AWD,Nissan,2023,ICE,6.0,3.5,Automatic (AV-S7),45769,4350.0,23.0,0.0,0.0,28.142199999999995,0.0,0.0,0.0,19.699,24.8559,40.0243
Silverado 2WD,Chevrolet,2023,FCV,8.0,5.3,Automatic 10-spd,45770,5635.775862068966,18.0,0.0,0.0,20.1649,0.0,0.0,0.0,16.4796,20.5,32.3
Silverado 2WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45772,5635.775862068966,26.0,0.0,0.0,29.0,0.0,0.0,0.0,23.561,30.2487,45.5428
Silverado 2WD,Chevrolet,2023,ICE,4.0,2.7,Automatic 8-spd,45775,5635.775862068966,20.0,0.0,0.0,21.5217,0.0,0.0,0.0,18.6251,23.3891,35.3116
Sierra 2WD,GMC,2023,FCV,8.0,5.3,Automatic 10-spd,45777,5782.738095238095,18.0,0.0,0.0,20.1649,0.0,0.0,0.0,16.4796,20.5,32.3
Sierra 2WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45779,5782.738095238095,26.0,0.0,0.0,29.0,0.0,0.0,0.0,23.561,30.2487,45.5428
Sierra 2WD,GMC,2023,ICE,4.0,2.7,Automatic 8-spd,45782,5782.738095238095,20.0,0.0,0.0,21.5556,0.0,0.0,0.0,18.6295,23.3951,35.3599
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,FCV,8.0,5.3,Automatic 10-spd,45784,5635.775862068966,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7
Silverado 4WD,Chevrolet,2023,FCV,8.0,5.3,Automatic 10-spd,45785,5635.775862068966,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45786,5635.775862068966,16.0,0.0,0.0,18.3133,0.0,0.0,0.0,14.0,18.7728,27.6838
Silverado 4WD,Chevrolet,2023,ICE,4.0,2.7,Automatic 8-spd,45787,5635.775862068966,19.0,0.0,0.0,20.5264,0.0,0.0,0.0,18.2961,22.9425,33.7659
Silverado 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45793,5635.775862068966,17.0,0.0,0.0,19.6777,0.0,0.0,0.0,15.7819,19.5723,30.0251
Silverado 4WD ZR2,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45794,5635.775862068966,15.0,0.0,0.0,16.7871,0.0,0.0,0.0,14.0551,17.3,24.7
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,ICE,4.0,2.7,Automatic 8-spd,45795,5635.775862068966,17.0,0.0,0.0,17.7663,0.0,0.0,0.0,17.0031,21.2,28.8
Silverado 4WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45796,5635.775862068966,24.0,0.0,0.0,26.9053,0.0,0.0,0.0,22.0,28.8,41.5
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45797,5635.775862068966,22.0,0.0,0.0,23.0661,0.0,0.0,0.0,21.1067,26.8,36.0
Sierra 4WD,GMC,2023,FCV,8.0,5.3,Automatic 10-spd,45800,5782.738095238095,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7
Sierra Mud Terrain Tires 4WD,GMC,2023,FCV,8.0,5.3,Automatic 10-spd,45801,5782.738095238095,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7
Sierra 4WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45802,5782.738095238095,24.0,0.0,0.0,27.175,0.0,0.0,0.0,22.0,28.9232,41.9162
Sierra Mud Terrain Tires 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45803,5782.738095238095,15.0,0.0,0.0,16.7871,0.0,0.0,0.0,14.0551,17.3,24.7
Sierra 4WD,GMC,2023,ICE,4.0,2.7,Automatic 8-spd,45804,5782.738095238095,19.0,0.0,0.0,20.3594,0.0,0.0,0.0,17.9691,22.5,33.5
Sierra 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45810,5782.738095238095,17.0,0.0,0.0,19.0512,0.0,0.0,0.0,15.2737,18.9,29.1
Sierra 4WD AT4X,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45811,5782.738095238095,15.0,0.0,0.0,16.7871,0.0,0.0,0.0,14.0551,17.3,24.7
Sierra Mud Terrain Tires 4WD,GMC,2023,ICE,4.0,2.7,Automatic 8-spd,45812,5782.738095238095,17.0,0.0,0.0,17.7663,0.0,0.0,0.0,17.0031,21.2,28.8
Sierra Mud Terrain Tires 4WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45813,5782.738095238095,22.0,0.0,0.0,23.0661,0.0,0.0,0.0,21.1067,26.8,36.0
Gladiator EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45815,5250.0,24.0,0.0,0.0,27.7421,0.0,0.0,0.0,21.6809,27.6,39.4
Gladiator Rubic EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45816,5250.0,24.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,27.6,39.4
Gladiator 4WD,Jeep,2023,ICE,6.0,3.6,Automatic 8-spd,45817,5250.0,19.0,0.0,0.0,21.9805,0.0,0.0,0.0,17.2268,21.5,30.6
Gladiator 4WD,Jeep,2023,ICE,6.0,3.6,Manual 6-spd,45818,5250.0,19.0,0.0,0.0,22.5804,0.0,0.0,0.0,16.4046,20.4,31.5
Silverado Cab Chassis 4WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45819,5635.775862068966,16.0,0.0,0.0,17.3799,0.0,0.0,0.0,14.6224,19.1,26.2766
Silverado Cab Chassis 2WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45820,5635.775862068966,16.0,0.0,0.0,17.8501,0.0,0.0,0.0,14.8416,19.3789,27.0577
Sierra Cab Chassis 4WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45821,5782.738095238095,16.0,0.0,0.0,17.3799,0.0,0.0,0.0,14.6224,19.1,26.2766
Sierra Cab Chassis 2WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45822,5782.738095238095,16.0,0.0,0.0,17.8501,0.0,0.0,0.0,14.8416,19.3789,27.0577
Equinox FWD,Chevrolet,2023,ICE,4.0,1.5,Automatic 6-spd,45823,3750.0,28.0,0.0,0.0,31.0,0.0,0.0,0.0,26.4446,34.4,47.6
Terrain FWD,GMC,2023,ICE,4.0,1.5,Automatic 9-spd,45824,3875.0,26.0,0.0,0.0,29.0,0.0,0.0,0.0,24.3683,31.4,42.3
Rogue FWD,Nissan,2023,ICE,3.0,1.5,Automatic (AV-S8),45825,3854.1666666666665,33.0,0.0,0.0,37.0,0.0,0.0,0.0,30.1206,39.8538,56.1807
Rogue FWD SL/Platinum,Nissan,2023,ICE,3.0,1.5,Automatic (AV-S8),45826,3854.1666666666665,32.0,0.0,0.0,36.0,0.0,0.0,0.0,29.4867,38.9,54.70000000000001
Equinox AWD,Chevrolet,2023,ICE,4.0,1.5,Automatic 6-spd,45827,3750.0,26.0,0.0,0.0,29.7811,0.0,0.0,0.0,23.8782,30.7,42.6
Terrain AWD,GMC,2023,ICE,4.0,1.5,Automatic 9-spd,45828,3875.0,26.0,0.0,0.0,28.3581,0.0,0.0,0.0,23.7306,30.4899,40.3619
CX-5 4WD,Mazda,2023,ICE,4.0,2.5,Automatic (S6),45829,4083.3333333333335,26.0,0.0,0.0,29.7683,0.0,0.0,0.0,23.9338,30.7793,42.5798
