Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Taycan Performance Battery,Porsche,2023,EV,,,Automatic (A2),46025,5431.818181818182,83.0,0.0,40.6731,87.78,0.0,0.0,208.0,79.24,113.2,125.4
Taycan Turbo,Porsche,2023,EV,,,Automatic (A2),46026,5431.818181818182,81.0,0.0,41.8137,79.73,0.0,0.0,238.0,81.34,116.2,113.9
Taycan Turbo Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46027,5431.818181818182,79.0,0.0,41.631,79.52,0.0,0.0,233.0,82.18,117.4,113.6
Taycan Turbo S,Porsche,2023,EV,,,Automatic (A2),46028,5431.818181818182,75.0,0.0,44.5214,74.34,0.0,0.0,222.0,76.86,109.8,106.2
Taycan Turbo S Cross Turismo,Porsche,2023,EV,,,Automatic (A2),46029,5431.818181818182,75.0,0.0,44.5214,74.34,0.0,0.0,222.0,76.86,109.8,106.2
Solterra AWD,Subaru,2023,EV,,,Automatic (A1),46030,4750.0,104.0,0.0,30.933900000000005,98.42,0.0,0.0,228.0,119.42,170.6,140.6
Solterra Limited/Touring AWD,Subaru,2023,EV,,,Automatic (A1),46031,4750.0,102.0,0.0,32.1274,95.27,0.0,0.0,222.0,114.38,163.4,136.1
ID.4,Volkswagen,2023,EV,,,Automatic (A1),46032,5000.0,107.0,0.0,31.476700000000005,98.63,0.0,0.0,209.0,115.15000000000002,164.5,140.9
ID.4 AWD Pro,Volkswagen,2023,EV,,,Automatic (A1),46033,5000.0,99.0,0.0,34.1754,92.54,0.0,0.0,255.0,104.23,148.9,132.2
ID.4 AWD Pro S,Volkswagen,2023,EV,,,Automatic (A1),46034,5000.0,99.0,0.0,34.1754,92.54,0.0,0.0,255.0,104.23,148.9,132.2
ID.4 Pro,Volkswagen,2023,EV,,,Automatic (A1),46035,5000.0,107.0,0.0,31.531500000000005,98.28000000000002,0.0,0.0,275.0,115.15000000000002,164.5,140.4
ID.4 Pro S,Volkswagen,2023,EV,,,Automatic (A1),46036,5000.0,107.0,0.0,31.531500000000005,98.28000000000002,0.0,0.0,275.0,115.15000000000002,164.5,140.4
ID.4 S,Volkswagen,2023,EV,,,Automatic (A1),46037,5000.0,107.0,0.0,31.476700000000005,98.63,0.0,0.0,209.0,115.15000000000002,164.5,140.9
LC 500 Convertible,Lexus,2023,ICE,8.0,5.0,Automatic (S10),46039,4750.0,18.0,0.0,0.0,24.8261,0.0,0.0,0.0,14.7421,18.2,34.9023
RC 300 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),46040,4125.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
RC 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),46041,4125.0,23.0,0.0,0.0,27.8704,0.0,0.0,0.0,20.0221,25.3,39.6
RC 350 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),46042,4125.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7
RC 300,Lexus,2023,ICE,4.0,2.0,Automatic (S8),46043,4125.0,25.0,0.0,0.0,31.1035,0.0,0.0,0.0,21.3224,27.1,44.7
LC 500,Lexus,2023,ICE,8.0,5.0,Automatic (S10),46044,4750.0,19.0,0.0,0.0,24.5689,0.0,0.0,0.0,15.5764,19.3,34.51
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),46051,3367.5925925925926,36.0,0.0,0.0,41.6035,0.0,0.0,0.0,32.8942,44.0943,62.1
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Automatic (AV-S7),46052,3367.5925925925926,34.0,0.0,0.0,38.3105,0.0,0.0,0.0,31.0089,41.2,56.5
Civic 4Dr,Honda,2023,ICE,4.0,1.5,Manual 6-spd,46053,3367.5925925925926,31.0,0.0,0.0,37.0,0.0,0.0,0.0,27.4002,35.8,56.29999999999999
Civic 4Dr,Honda,2023,ICE,4.0,2.0,Automatic (AV-S7),46054,3367.5925925925926,33.0,0.0,0.0,37.4747,0.0,0.0,0.0,30.2174,40.0,55.1
RDX FWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46062,4218.75,24.0,0.0,0.0,28.2546,0.0,0.0,0.0,22.2521,28.4,40.2
RDX FWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46063,4218.75,24.0,0.0,0.0,26.8377,0.0,0.0,0.0,21.5376,27.4,39.8
CR-V Hybrid FWD,Honda,2023,HEV,4.0,2.0,Automatic (variable gear ratios),46064,3977.6785714285716,40.0,0.0,0.0,36.0,0.0,0.0,0.0,43.2731,61.0,54.7478
Sorento FWD,Kia,2023,ICE,4.0,2.5,Automatic (S8),46065,4420.833333333333,26.0,0.0,0.0,29.1395,0.0,0.0,0.0,24.1573,31.0983,44.9
Sorento FWD,Kia,2023,ICE,4.0,2.5,Automatic (AM-S8),46066,4420.833333333333,25.0,0.0,0.0,28.5984,0.0,0.0,0.0,22.441,28.6654,40.7383
RAV4,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46067,4003.4722222222226,30.0,0.0,0.0,34.8146,0.0,0.0,0.0,26.7869,34.9,50.70000000000001
RDX AWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46069,4218.75,23.0,0.0,0.0,27.4851,0.0,0.0,0.0,21.3942,27.2,39.0
RDX AWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46070,4218.75,23.0,0.0,0.0,25.8195,0.0,0.0,0.0,20.8483,26.4413,38.3945
CR-V Hybrid AWD,Honda,2023,HEV,4.0,2.0,Automatic (variable gear ratios),46071,3977.6785714285716,37.0,0.0,0.0,34.0802,0.0,0.0,0.0,40.3712,56.1,49.5
Sorento AWD,Kia,2023,ICE,4.0,2.5,Automatic (S8),46072,4420.833333333333,24.0,0.0,0.0,25.4439,0.0,0.0,0.0,23.3858,30.0,40.8
Sorento AWD,Kia,2023,ICE,4.0,2.5,Automatic (AM-S8),46073,4420.833333333333,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.6093,27.5,38.3
RAV4 AWD,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46074,4003.4722222222226,28.0,0.0,0.0,32.9713,0.0,0.0,0.0,24.7171,31.899999999999995,47.70000000000001
RAV4 AWD TRD OFFROAD,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46076,4003.4722222222226,28.0,0.0,0.0,31.7289,0.0,0.0,0.0,24.8563,32.1,45.70000000000001
RAV4 AWD LE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),46077,4003.4722222222226,30.0,0.0,0.0,33.9509,0.0,0.0,0.0,27.1257,35.3965,49.2893
RAV4 Hybrid AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46078,4003.4722222222226,40.0,0.0,0.0,38.2156,0.0,0.0,0.0,41.0,57.6,53.70000000000001
Venza AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46079,4250.0,39.0,0.0,0.0,37.0298,0.0,0.0,0.0,40.047,54.4603,51.9846
RAV4 Hybrid AWD Woodland Edition,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46080,4003.4722222222226,37.0,0.0,0.0,34.6706,0.0,0.0,0.0,38.2528,52.29999999999999,49.1
Z4 sDrive30i,BMW,2023,ICE,4.0,2.0,Automatic (S8),46081,3875.0,28.0,0.0,0.0,32.9095,0.0,0.0,0.0,24.9954,32.3,47.6
Z4 M40i,BMW,2023,ICE,6.0,3.0,Automatic (S8),46082,3875.0,26.0,0.0,0.0,31.354,0.0,0.0,0.0,22.6786,29.0,45.1
718 Cayman,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,46087,3625.0,22.0,0.0,0.0,24.6935,0.0,0.0,0.0,19.6583,24.8,34.7
LC 500h,Lexus,2023,HEV,6.0,3.5,Automatic (AV-S10),46122,4750.0,29.0,0.0,0.0,33.3344,0.0,0.0,0.0,26.2454,35.7,45.5
TLX AWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46124,4250.0,24.0,0.0,0.0,29.2741,0.0,0.0,0.0,20.9627,26.600000000000005,41.8
TLX FWD,Acura,2023,ICE,4.0,2.0,Automatic (S10),46125,4250.0,25.0,0.0,0.0,30.7269,0.0,0.0,0.0,21.966799999999996,28.0,44.1
TLX AWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46126,4250.0,24.0,0.0,0.0,29.019899999999996,0.0,0.0,0.0,20.8906,26.5,41.4
TLX FWD A-SPEC,Acura,2023,ICE,4.0,2.0,Automatic (S10),46127,4250.0,25.0,0.0,0.0,30.034000000000002,0.0,0.0,0.0,21.752400000000005,27.7,43.0
TLX Type-S,Acura,2023,ICE,6.0,3.0,Automatic (S10),46128,4250.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.8,37.1
TLX Type-S Perf Tire,Acura,2023,ICE,6.0,3.0,Automatic (S10),46129,4250.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,19.0736,24.0,35.2
LS 500h AWD,Lexus,2023,HEV,6.0,3.5,Automatic (AV-S10),46134,5250.0,25.0,0.0,0.0,28.554199999999998,0.0,0.0,0.0,22.0,29.2,39.0
LS 500,Lexus,2023,ICE,6.0,3.4,Automatic (S10),46135,5250.0,22.0,0.0,0.0,28.766000000000002,0.0,0.0,0.0,18.4127,23.1006,41.0012
LS 500 AWD,Lexus,2023,ICE,6.0,3.4,Automatic (S10),46136,5250.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,17.0,22.100000000000005,39.3533
Civic 5Dr,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),46137,3367.5925925925926,35.0,0.0,0.0,39.4957,0.0,0.0,0.0,31.0,42.1,58.5
Civic 5Dr,Honda,2023,ICE,4.0,1.5,Automatic (AV-S7),46138,3367.5925925925926,33.0,0.0,0.0,37.3549,0.0,0.0,0.0,30.3497,40.2,54.9
Civic 5Dr,Honda,2023,ICE,4.0,1.5,Manual 6-spd,46139,3367.5925925925926,31.0,0.0,0.0,37.3549,0.0,0.0,0.0,27.6717,36.2,54.9
Civic 5Dr,Honda,2023,ICE,4.0,2.0,Automatic (AV-S7),46140,3367.5925925925926,32.0,0.0,0.0,36.6941,0.0,0.0,0.0,28.7509,37.8,53.79999999999999
Civic 5Dr,Honda,2023,ICE,4.0,2.0,Manual 6-spd,46141,3367.5925925925926,29.0,0.0,0.0,35.909,0.0,0.0,0.0,26.1013,33.9,52.5
NX 250,Lexus,2023,ICE,4.0,2.5,Automatic (S8),46143,4500.0,28.0,0.0,0.0,32.7237,0.0,0.0,0.0,25.5497,33.1,47.29999999999999
Outlander Sport 2WD,Mitsubishi,2023,ICE,4.0,2.0,Automatic (AV-S6),46144,4071.4285714285716,27.0,0.0,0.0,30.0017,0.0,0.0,0.0,24.204199999999997,31.1652,42.949
Highlander Hybrid,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46145,4750.0,36.0,0.0,0.0,35.4023,0.0,0.0,0.0,36.2409,49.3,48.2
Highlander,Toyota,2023,ICE,4.0,2.4,Automatic (S8),46146,4750.0,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,20.9627,26.6,40.4
NX 250 AWD,Lexus,2023,ICE,4.0,2.5,Automatic (S8),46148,4500.0,28.0,0.0,0.0,31.9782,0.0,0.0,0.0,25.0,33.1,46.1
NX 350h AWD,Lexus,2023,HEV,4.0,2.5,Automatic (AV-S6),46149,4500.0,39.0,0.0,0.0,37.4192,0.0,0.0,0.0,41.3984,56.2446,51.6969
NX 350 AWD,Lexus,2023,ICE,4.0,2.4,Automatic (S8),46150,4500.0,25.0,0.0,0.0,29.062699999999996,0.0,0.0,0.0,22.0,29.095,41.4673
Outlander Sport 4WD,Mitsubishi,2023,ICE,4.0,2.0,Automatic (AV-S6),46153,4071.4285714285716,26.0,0.0,0.0,29.2848,0.0,0.0,0.0,23.4813,30.1356,41.8169
Outlander Sport 4WD,Mitsubishi,2023,ICE,4.0,2.4,Automatic (AV-S6),46154,4071.4285714285716,25.0,0.0,0.0,28.4441,0.0,0.0,0.0,23.0548,29.531199999999995,40.496500000000005
Highlander AWD,Toyota,2023,ICE,4.0,2.4,Automatic (S8),46155,4750.0,24.0,0.0,0.0,27.6779,0.0,0.0,0.0,21.2505,27.0,39.3
Alpina XB7,BMW,2023,HEV,8.0,4.4,Automatic (S8),46156,5500.0,17.0,0.0,0.0,20.2334,0.0,0.0,0.0,15.5008,19.2,28.0
Highlander Hybrid AWD LTD/PLAT,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46157,4750.0,35.0,0.0,0.0,34.0,0.0,0.0,0.0,35.4652,48.2,47.0
Highlander Hybrid AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46158,4750.0,35.0,0.0,0.0,34.7889,0.0,0.0,0.0,35.1424,47.6,46.4
F150 Pickup 2WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46159,5693.640350877193,21.0,0.0,0.0,24.7248,0.0,0.0,0.0,18.1521,22.7475,34.7477
F150 Pickup 2WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46161,5693.640350877193,21.0,0.0,0.0,24.2339,0.0,0.0,0.0,18.2647,22.9,34.0
F150 Pickup 2WD FFV,Ford,2023,FCV,6.0,3.3,Automatic (S10),46162,5693.640350877193,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.7801,23.6,35.3
F150 Pickup 2WD FFV,Ford,2023,FCV,8.0,5.0,Automatic (S10),46164,5693.640350877193,20.0,0.0,0.0,24.779,0.0,0.0,0.0,16.7414,20.8497,34.8304
F150 Pickup 2WD HEV,Ford,2023,HEV,6.0,3.5,Automatic (S10),46166,5693.640350877193,25.0,0.0,0.0,25.1517,0.0,0.0,0.0,25.1342,32.5,35.4
Ranger 2WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46167,4795.833333333333,22.0,0.0,0.0,26.3879,0.0,0.0,0.0,19.8039,25.0,37.3
F150 Pickup 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46169,5693.640350877193,20.0,0.0,0.0,23.1183,0.0,0.0,0.0,17.4548,21.8064,32.3102
F150 Pickup 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46171,5693.640350877193,19.0,0.0,0.0,22.7035,0.0,0.0,0.0,16.6478,20.7246,31.6852
F150 Pickup 4WD FFV,Ford,2023,FCV,6.0,3.3,Automatic (S10),46173,5693.640350877193,20.0,0.0,0.0,22.0,0.0,0.0,0.0,18.6613,23.4384,33.1808
F150 Pickup 4WD FFV,Ford,2023,FCV,8.0,5.0,Automatic (S10),46174,5693.640350877193,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.887,19.7117,31.6824
F150 Pickup 4WD HEV,Ford,2023,HEV,6.0,3.5,Automatic (S10),46176,5693.640350877193,23.0,0.0,0.0,23.2899,0.0,0.0,0.0,23.2221,29.768,32.5693
F150 Pickup Tremor 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46177,5693.640350877193,18.0,0.0,0.0,20.2559,0.0,0.0,0.0,16.1041,20.0,28.0332
F150 Pickup Tremor 4WD FFV,Ford,2023,FCV,8.0,5.0,Automatic (S10),46179,5693.640350877193,17.0,0.0,0.0,19.8021,0.0,0.0,0.0,15.499,19.1976,27.362900000000003
F150 RAPTOR 37 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46181,5693.640350877193,15.0,0.0,0.0,15.8851,0.0,0.0,0.0,14.208099999999998,17.5,24.2
F150 RAPTOR 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46183,5693.640350877193,15.0,0.0,0.0,17.7796,0.0,0.0,0.0,14.0,18.0,24.4
F150 RAPTOR R 4WD,Ford,2023,ICE,8.0,5.2,Automatic (S10),46185,5693.640350877193,12.0,0.0,0.0,14.7942,0.0,0.0,0.0,10.32,12.5,20.1
Ranger 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46186,4795.833333333333,21.0,0.0,0.0,24.365400000000005,0.0,0.0,0.0,19.0736,24.0,34.2
Ranger Tremor 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46188,4795.833333333333,19.0,0.0,0.0,19.0679,0.0,0.0,0.0,18.927,23.8,30.7
Bronco 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46189,5665.178571428572,20.0,0.0,0.0,21.2292,0.0,0.0,0.0,19.5253,24.6177,33.5183
Bronco 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46190,5665.178571428572,20.0,0.0,0.0,20.8482,0.0,0.0,0.0,19.7106,24.8719,32.111
Bronco 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46191,5665.178571428572,20.0,0.0,0.0,20.5453,0.0,0.0,0.0,18.8864,23.7447,32.5986
Bronco Badlands 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46192,5665.178571428572,17.0,0.0,0.0,17.0901,0.0,0.0,0.0,17.0,22.0029,26.9848
Bronco Badlands 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46193,5665.178571428572,17.0,0.0,0.0,17.0,0.0,0.0,0.0,16.1265,20.0298,27.4159
Bronco Badlands 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46194,5665.178571428572,17.0,0.0,0.0,16.799,0.0,0.0,0.0,16.7617,20.8768,26.0006
Bronco Black Diamond 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46195,5665.178571428572,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,24.5,33.4
Bronco Black Diamond 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46196,5665.178571428572,17.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,24.5,31.8
Bronco Black Diamond 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46197,5665.178571428572,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,23.4738,32.1538
Bronco Sasquatch 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46198,5665.178571428572,18.0,0.0,0.0,17.0,0.0,0.0,0.0,18.0,23.4707,30.8137
Bronco Sasquatch 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46199,5665.178571428572,17.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,24.5,31.8
Bronco Sasquatch 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46200,5665.178571428572,17.0,0.0,0.0,16.7367,0.0,0.0,0.0,16.7057,20.802,25.8765
Aviator RWD,Lincoln,2023,ICE,6.0,3.0,Automatic (S10),46201,5687.5,21.0,0.0,0.0,26.1934,0.0,0.0,0.0,18.1909,22.8,37.0
Bronco Raptor 4WD,Ford,2023,ICE,6.0,3.0,Automatic (S10),46202,5665.178571428572,15.0,0.0,0.0,15.8555,0.0,0.0,0.0,14.9703,18.5,24.0
Aviator AWD,Lincoln,2023,ICE,6.0,3.0,Automatic (S10),46203,5687.5,20.0,0.0,0.0,24.3654,0.0,0.0,0.0,17.1523,21.4,34.2
GR Corolla,Toyota,2023,ICE,3.0,1.6,Manual 6-spd,46218,3442.1428571428573,24.0,0.0,0.0,28.3153,0.0,0.0,0.0,21.1723,26.891200000000005,40.295
Wagoneer 2WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46236,6250.0,20.0,0.0,0.0,23.9706,0.0,0.0,0.0,17.0777,21.3,33.6
Wagoneer L 2WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46237,6250.0,20.0,0.0,0.0,23.9706,0.0,0.0,0.0,17.0777,21.3,33.6
Armada 2WD,Nissan,2023,ICE,8.0,5.6,Automatic (S7),46238,6500.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.1316,17.4,28.7
Durango SRT AWD,Dodge,2023,ICE,8.0,6.2,Automatic 8-spd,46239,5500.0,13.0,0.0,0.0,17.0907,0.0,0.0,0.0,11.5002,14.0,23.4
Durango SRT AWD,Dodge,2023,ICE,8.0,6.4,Automatic 8-spd,46240,5500.0,15.0,0.0,0.0,19.2495,0.0,0.0,0.0,12.8619,15.7498,26.5492
Wagoneer 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46241,6250.0,19.0,0.0,0.0,23.3102,0.0,0.0,0.0,16.1793,20.1,32.6
Wagoneer L 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46242,6250.0,19.0,0.0,0.0,22.5138,0.0,0.0,0.0,16.3295,20.3,31.4
X5 xDrive45e,BMW,2023,PHEV,6.0,3.0,Automatic (S8),46248,5500.0,20.0,0.598,63.0,22.0961,31.43,0.0,0.0,19.2381,24.3,31.9
Tucson Plug-in Hybrid,Hyundai,2023,PHEV,4.0,1.6,Automatic (AM-S6),46251,4105.555555555556,35.0,0.616,42.0,35.3739,29.72,0.0,0.0,34.7293,47.9,45.9
Wrangler 4dr 4xe,Jeep,2023,PHEV,4.0,2.0,Automatic 8-spd,46252,4850.0,20.0,0.487,68.0,19.8362,21.0,0.0,0.0,20.3076,27.6,29.8
NX 450h Plus AWD,Lexus,2023,PHEV,4.0,2.5,Automatic (AV-S6),46254,4500.0,36.0,0.657,40.0,33.2748,33.1,0.0,0.0,37.5894,49.6499,47.5499
Aviator PHEV AWD,Lincoln,2023,PHEV,6.0,3.0,Automatic (S10),46255,5687.5,23.0,0.471,60.0,24.6279,21.59,0.0,0.0,21.5376,27.4,34.6
Panamera 4 e-Hybrid,Porsche,2023,PHEV,6.0,2.9,Automatic (AM-S8),46256,5147.727272727273,22.0,0.434,64.0,23.5681,18.91,0.0,0.0,20.6091,26.1,33.0
Panamera 4S E-Hybrid,Porsche,2023,PHEV,6.0,2.9,Automatic (AM-S8),46257,5147.727272727273,22.0,0.434,66.0,23.3649,18.89,0.0,0.0,20.6304,26.1,32.7
Panamera Turbo S e-Hybrid,Porsche,2023,PHEV,8.0,4.0,Automatic (AM-S8),46258,5147.727272727273,19.0,0.411,70.0,21.6794,17.58,0.0,0.0,17.8416,22.3,30.1
Cayenne Turbo S e-Hybrid,Porsche,2023,PHEV,8.0,4.0,Automatic (S8),46259,5468.75,18.0,0.366,82.0,19.5061,14.6,0.0,0.0,17.0142,21.2,26.9
Cayenne Turbo S e-Hybrid Coupe,Porsche,2023,PHEV,8.0,4.0,Automatic (S8),46260,5468.75,18.0,0.366,82.0,19.5061,14.6,0.0,0.0,17.0142,21.2,26.9
S90 T8 AWD Recharge ext. Range,Volvo,2023,PHEV,4.0,2.0,Automatic (S8),46261,4750.0,30.0,0.66,48.0,33.4653,38.22,0.0,0.0,28.0777,36.8,48.5
Mustang,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46335,5000.0,24.0,0.0,0.0,29.4808,0.0,0.0,0.0,20.7765,26.3418,42.1258
Mustang,Ford,2023,ICE,8.0,5.0,Manual 6-spd,46336,5000.0,18.0,0.0,0.0,23.8439,0.0,0.0,0.0,14.7053,18.1516,31.5043
Mustang,Ford,2023,ICE,4.0,2.3,Automatic 10-spd,46337,5000.0,25.0,0.0,0.0,32.2893,0.0,0.0,0.0,21.6093,27.5,46.6
Mustang Mach 1,Ford,2023,ICE,8.0,5.0,Manual 6-spd,46338,5000.0,17.0,0.0,0.0,22.4473,0.0,0.0,0.0,14.1316,17.4,31.3
Mustang Mach 1,Ford,2023,ICE,8.0,5.0,Automatic (S10),46339,5000.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.4625,19.1494,34.2463
Mustang,Ford,2023,ICE,8.0,5.0,Automatic (S10),46340,5000.0,19.0,0.0,0.0,24.3958,0.0,0.0,0.0,15.4625,19.1494,34.2463
Mustang Convertible,Ford,2023,ICE,8.0,5.0,Automatic (S10),46341,5000.0,18.0,0.0,0.0,23.1611,0.0,0.0,0.0,15.0449,18.5983,32.3747
Mustang HO Coupe,Ford,2023,ICE,4.0,2.3,Automatic (S10),46342,5000.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,26.667,44.0964
Mustang,Ford,2023,ICE,4.0,2.3,Automatic (S10),46343,5000.0,24.0,0.0,0.0,30.7247,0.0,0.0,0.0,21.011,26.667,44.0964
Mustang Convertible,Ford,2023,ICE,4.0,2.3,Automatic (S10),46344,5000.0,23.0,0.0,0.0,27.9847,0.0,0.0,0.0,19.7861,24.9755,39.7783
Mustang Convertible,Ford,2023,ICE,4.0,2.3,Automatic 10-spd,46345,5000.0,23.0,0.0,0.0,28.3839,0.0,0.0,0.0,19.9266,25.1686,40.4023
Mustang Convertible,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46346,5000.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,26.3418,42.1258
Mustang HO Coupe,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46347,5000.0,22.0,0.0,0.0,26.9476,0.0,0.0,0.0,19.7435,24.917,38.1655
Mustang HO Convertible,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46348,5000.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0736,24.0,36.1
Mustang HO Convertible,Ford,2023,ICE,4.0,2.3,Automatic (S10),46349,5000.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,26.667,44.0964
RC F,Lexus,2023,ICE,8.0,5.0,Automatic (S8),46350,4125.0,19.0,0.0,0.0,24.4289,0.0,0.0,0.0,16.3887,20.4,33.3
Tucson FWD,Hyundai,2023,ICE,4.0,2.5,Automatic (S8),46375,4105.555555555556,28.0,0.0,0.0,31.8471,0.0,0.0,0.0,24.9271,32.2017,45.8896
Bronco Sport 4WD,Ford,2023,ICE,3.0,1.5,Automatic 8-spd,46385,5665.178571428572,26.0,0.0,0.0,28.0,0.0,0.0,0.0,25.3012,32.7408,43.3816
Bronco Sport 4WD,Ford,2023,ICE,4.0,2.0,Automatic (S8),46386,5665.178571428572,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.1067,26.8,39.2
Armada 4WD,Nissan,2023,ICE,8.0,5.6,Automatic (S7),46427,6500.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,17.2,27.0
